STATECD,PLOT_FIADB,INVYR,pre.vpdmin,post.vpdmin
41,58058,2009,2.6807001353,2.4997900845
41,78719,2001,2.28384512065,2.3651001214
41,85350,2003,2.06880012155,2.1441000819
41,77501,2001,1.7144300759,1.8337001086
41,64483,2003,1.7436000883,1.9046001195
41,85136,2005,1.78550009725,2.0863000988
41,65120,2006,0.5487500280000001,0.7293000399
41,55414,2005,0.8932000368999999,0.9799000562
41,99538,2003,1.35685007565,1.5205000639
41,88405,2005,1.3721000700500001,1.5603000760999999
41,70244,2007,1.0765500664,1.0992000462
41,55244,2009,1.006150049,0.9845800458
41,80250,2001,1.0428950429000001,1.167400044
41,61310,2008,1.49825007325,1.5194000722
41,91461,2002,1.48435008525,1.5551000833
41,85652,2004,1.62855007645,1.6143000722
41,55052,2006,1.8762500883,1.8989000916
41,75959,2008,1.81965007185,1.8658000588
41,88225,2006,1.59540006525,1.5668000699
41,54326,2008,1.63895006785,1.6057000757
41,87418,2002,1.484150064,1.4897000671
41,76819,2004,1.6053000629,1.519800055
41,70551,2006,1.55810008045,1.5050000667
41,67382,2009,1.8087000668,1.7639200687
41,64990,2001,1.9236700774,2.1099001288
41,80520,2003,1.8906500876,1.8908000828
41,70959,2005,1.8640500963,1.9454000949
41,91207,2007,1.9459001004,2.0156000614
41,72967,2009,1.9326501132,1.9717401265999999
41,92786,2009,1.94640009415,1.9559401036
41,72978,2003,1.81480009565,1.8483000636
41,89159,2005,1.75915008775,1.8708000779
41,90043,2007,2.5866001308,2.7378001212
41,58908,2002,3.3802001357,3.8581001756999997
41,57125,2004,3.1620001435,3.3776001453999998
41,51796,2006,2.8413501142,2.9799001216
41,92907,2008,2.7138501108,2.6733000994
41,82169,2002,2.09785010805,2.119700098
41,79504,2002,2.7035001337,2.7052001
41,77711,2004,2.8015001179,2.6714000942
41,53470,2006,2.37550013665,2.2983000875
41,61174,2008,2.64785013795,2.5554001212
41,60241,2005,2.0826501071,2.2667001008
41,57348,2009,1.9657500922,2.1438200951
41,69211,2001,1.8409900784,1.9875000955
41,85375,2003,1.7742000878,1.9571000697
41,87206,2005,1.79245010025,2.076100111
41,81919,2009,0.424200017,0.49650002120000003
41,69390,2009,0.85725004085,1.1235500455
41,96176,2006,0.60160003015,0.7102000415999999
41,58280,2008,0.8238000363,0.8513000429
41,90257,2007,1.19285005335,1.3492000581
41,64669,2009,1.38015005885,1.453080082
41,84813,2005,1.04285004725,1.0716000497
41,99418,2007,1.10895005755,1.1530000687
41,80889,2007,1.566400069,1.5887000681
41,99665,2009,1.5043000638,1.4845600486
41,75018,2001,1.4076150775,1.5096000671
41,89392,2003,1.6145500779,1.6226000785999999
41,67215,2005,1.5265000762,1.5006000637
41,95168,2002,1.4875000654,1.5036000728
41,70905,2004,1.6325000764,1.5429000378
