puid,stratum,STATECD,ESTN_UNIT,STRATUMCD,INTENSITY,EVALID,END_INVYR
99155_6_19,2810306,6,3,281,1,62103,2021
97962_6_19,2810306,6,3,281,1,62103,2021
86049_6_19,2480306,6,3,248,1,62103,2021
71154_6_107,2510306,6,3,251,1,62103,2021
87080_6_107,1830306,6,3,183,1,62103,2021
77737_6_27,1700306,6,3,170,1,62103,2021
72582_6_27,1800306,6,3,180,1,62103,2021
55789_6_27,1800306,6,3,180,1,62103,2021
63655_6_69,2980306,6,3,298,1,62103,2021
58974_6_69,2810306,6,3,281,1,62103,2021
91235_6_19,2810306,6,3,281,1,62103,2021
60572_6_19,1670206,6,2,167,1,62103,2021
84289_6_27,2050306,6,3,205,1,62103,2021
99872_6_81,2080306,6,3,208,1,62103,2021
65162_6_1,2170306,6,3,217,1,62103,2021
84601_6_47,2810306,6,3,281,1,62103,2021
95077_6_1,2250306,6,3,225,1,62103,2021
53607_6_1,2140306,6,3,214,1,62103,2021
53239_6_1,2550306,6,3,255,1,62103,2021
71611_6_99,2290306,6,3,229,1,62103,2021
85654_6_43,2810306,6,3,281,1,62103,2021
60922_6_43,980106,6,1,98,1,62103,2021
87623_6_39,1220106,6,1,122,1,62103,2021
76161_6_27,1800306,6,3,180,1,62103,2021
73914_6_27,870106,6,1,87,1,62103,2021
72246_6_27,1800306,6,3,180,1,62103,2021
99712_6_1,2250306,6,3,225,1,62103,2021
62747_6_77,2810306,6,3,281,1,62103,2021
72354_6_99,2810306,6,3,281,1,62103,2021
53098_6_43,1770306,6,3,177,1,62103,2021
99933_6_39,1530206,6,2,153,1,62103,2021
93766_6_81,2290306,6,3,229,1,62103,2021
75921_6_1,1700306,6,3,170,1,62103,2021
92360_6_99,2810306,6,3,281,1,62103,2021
74249_6_99,2810306,6,3,281,1,62103,2021
84655_6_99,2480306,6,3,248,1,62103,2021
82458_6_39,1670206,6,2,167,1,62103,2021
99666_6_51,870106,6,1,87,1,62103,2021
79229_6_81,1700306,6,3,170,1,62103,2021
91884_6_1,2250306,6,3,225,1,62103,2021
56329_6_99,2250306,6,3,225,1,62103,2021
70797_6_99,2990306,6,3,299,1,62103,2021
65912_6_43,3030306,6,3,303,1,62103,2021
73082_6_43,1870306,6,3,187,1,62103,2021
68326_6_37,2250306,6,3,225,1,62103,2021
61987_6_37,840106,6,1,84,1,62103,2021
99130_6_71,2810306,6,3,281,1,62103,2021
54179_6_71,1800306,6,3,180,1,62103,2021
51989_6_65,1800306,6,3,180,1,62103,2021
67103_6_37,2330306,6,3,233,1,62103,2021
61900_6_37,1010106,6,1,101,1,62103,2021
64879_6_71,1800306,6,3,180,1,62103,2021
94382_6_71,1800306,6,3,180,1,62103,2021
51561_6_71,1800306,6,3,180,1,62103,2021
55386_6_111,2250306,6,3,225,1,62103,2021
72348_6_111,2480306,6,3,248,1,62103,2021
86598_6_71,950106,6,1,95,1,62103,2021
70518_6_71,1800306,6,3,180,1,62103,2021
51023_6_71,1800306,6,3,180,1,62103,2021
76103_6_111,2850306,6,3,285,1,62103,2021
81707_6_111,2120306,6,3,212,1,62103,2021
83536_6_71,950106,6,1,95,1,62103,2021
75717_6_71,400106,6,1,40,1,62103,2021
66614_6_71,1910306,6,3,191,1,62103,2021
76763_6_71,1800306,6,3,180,1,62103,2021
82396_6_71,1800306,6,3,180,1,62103,2021
59674_6_65,1800306,6,3,180,1,62103,2021
67736_6_71,1800306,6,3,180,1,62103,2021
71454_6_111,2930306,6,3,293,1,62103,2021
94257_6_37,2100306,6,3,210,1,62103,2021
95907_6_37,2250306,6,3,225,1,62103,2021
80557_6_37,1000106,6,1,100,1,62103,2021
84825_6_71,1200106,6,1,120,1,62103,2021
98783_6_71,2250306,6,3,225,1,62103,2021
77494_6_71,1800306,6,3,180,1,62103,2021
61344_6_71,1800306,6,3,180,1,62103,2021
60127_6_37,1000106,6,1,100,1,62103,2021
61673_6_37,1300206,6,2,130,1,62103,2021
92993_6_71,1800306,6,3,180,1,62103,2021
79131_6_71,1800306,6,3,180,1,62103,2021
60531_6_71,1800306,6,3,180,1,62103,2021
85591_6_71,1800306,6,3,180,1,62103,2021
70123_6_99,2250306,6,3,225,1,62103,2021
70216_6_43,2930306,6,3,293,1,62103,2021
95202_6_43,1770306,6,3,177,1,62103,2021
75681_6_39,1830306,6,3,183,1,62103,2021
93789_6_39,1610206,6,2,161,1,62103,2021
81009_6_51,1800306,6,3,180,1,62103,2021
77594_6_75,2250306,6,3,225,1,62103,2021
96686_6_77,2810306,6,3,281,1,62103,2021
51703_6_99,2810306,6,3,281,1,62103,2021
97349_6_43,790106,6,1,79,1,62103,2021
95240_6_39,1830306,6,3,183,1,62103,2021
51226_6_51,860106,6,1,86,1,62103,2021
63040_6_1,1700306,6,3,170,1,62103,2021
79735_6_1,2250306,6,3,225,1,62103,2021
87132_6_71,1800306,6,3,180,1,62103,2021
85072_6_65,1800306,6,3,180,1,62103,2021
55873_6_65,1800306,6,3,180,1,62103,2021
52191_6_37,1800306,6,3,180,1,62103,2021
68285_6_27,1800306,6,3,180,1,62103,2021
66135_6_27,1800306,6,3,180,1,62103,2021
55284_6_53,2810306,6,3,281,1,62103,2021
79296_6_19,1820306,6,3,182,1,62103,2021
77152_6_19,2810306,6,3,281,1,62103,2021
65799_6_19,2480306,6,3,248,1,62103,2021
50460_6_19,2810306,6,3,281,1,62103,2021
60628_6_107,1830306,6,3,183,1,62103,2021
51159_6_27,1800306,6,3,180,1,62103,2021
50235_6_69,2970306,6,3,297,1,62103,2021
70895_6_19,2810306,6,3,281,1,62103,2021
98063_6_19,2810306,6,3,281,1,62103,2021
62177_6_107,1830306,6,3,183,1,62103,2021
61508_6_71,1800306,6,3,180,1,62103,2021
74041_6_71,1800306,6,3,180,1,62103,2021
52256_6_71,1800306,6,3,180,1,62103,2021
79598_6_71,1800306,6,3,180,1,62103,2021
89796_6_83,1700306,6,3,170,1,62103,2021
98471_6_83,1040106,6,1,104,1,62103,2021
66901_6_83,900106,6,1,90,1,62103,2021
56858_6_111,1550206,6,2,155,1,62103,2021
62940_6_37,2250306,6,3,225,1,62103,2021
65604_6_71,2250306,6,3,225,1,62103,2021
96161_6_71,1800306,6,3,180,1,62103,2021
72119_6_71,1800306,6,3,180,1,62103,2021
50199_6_71,1800306,6,3,180,1,62103,2021
54298_6_71,2250306,6,3,225,1,62103,2021
64054_6_111,1040106,6,1,104,1,62103,2021
76687_6_71,2250306,6,3,225,1,62103,2021
68985_6_71,2810306,6,3,281,1,62103,2021
80395_6_71,2250306,6,3,225,1,62103,2021
67250_6_71,2250306,6,3,225,1,62103,2021
66890_6_71,1800306,6,3,180,1,62103,2021
70115_6_71,1700306,6,3,170,1,62103,2021
62242_6_71,1800306,6,3,180,1,62103,2021
82571_6_71,1800306,6,3,180,1,62103,2021
81864_6_71,1800306,6,3,180,1,62103,2021
76478_6_83,2480306,6,3,248,1,62103,2021
93184_6_71,1800306,6,3,180,1,62103,2021
84098_6_37,1480206,6,2,148,1,62103,2021
99037_6_71,1920306,6,3,192,1,62103,2021
63141_6_71,1070106,6,1,107,1,62103,2021
83654_6_71,950106,6,1,95,1,62103,2021
67565_6_71,1800306,6,3,180,1,62103,2021
72616_6_71,1800306,6,3,180,1,62103,2021
74017_6_71,1700306,6,3,170,1,62103,2021
73730_6_83,2810306,6,3,281,1,62103,2021
76213_6_111,900106,6,1,90,1,62103,2021
78525_6_111,2480306,6,3,248,1,62103,2021
61414_6_37,2250306,6,3,225,1,62103,2021
98759_6_71,2250306,6,3,225,1,62103,2021
65510_6_71,2980306,6,3,298,1,62103,2021
73764_6_71,2050306,6,3,205,1,62103,2021
55361_6_71,1800306,6,3,180,1,62103,2021
59411_6_71,1800306,6,3,180,1,62103,2021
96406_6_71,1800306,6,3,180,1,62103,2021
93695_6_83,1800306,6,3,180,1,62103,2021
90436_6_107,1790306,6,3,179,1,62103,2021
55917_6_107,1910306,6,3,191,1,62103,2021
64939_6_27,1800306,6,3,180,1,62103,2021
67686_6_27,1800306,6,3,180,1,62103,2021
99565_6_51,60106,6,1,6,1,62103,2021
60748_6_51,1150106,6,1,115,1,62103,2021
53899_6_13,2400306,6,3,240,1,62103,2021
93917_6_13,1700306,6,3,170,1,62103,2021
65244_6_109,2850306,6,3,285,1,62103,2021
69853_6_109,2230306,6,3,223,1,62103,2021
51108_6_43,790106,6,1,79,1,62103,2021
73865_6_109,1730306,6,3,173,1,62103,2021
69850_6_51,1150106,6,1,115,1,62103,2021
76072_6_51,860106,6,1,86,1,62103,2021
77227_6_51,1590206,6,2,159,1,62103,2021
81999_6_51,1490206,6,2,149,1,62103,2021
94904_6_13,2050306,6,3,205,1,62103,2021
54071_6_77,2810306,6,3,281,1,62103,2021
79668_6_77,2810306,6,3,281,1,62103,2021
75453_6_109,580106,6,1,58,1,62103,2021
66897_6_43,1910306,6,3,191,1,62103,2021
74539_6_41,2250306,6,3,225,1,62103,2021
62537_6_77,2810306,6,3,281,1,62103,2021
76701_6_77,2810306,6,3,281,1,62103,2021
92231_6_77,2810306,6,3,281,1,62103,2021
72244_6_9,3030306,6,3,303,1,62103,2021
96035_6_109,1950306,6,3,195,1,62103,2021
56480_6_51,1490206,6,2,149,1,62103,2021
80386_6_51,860106,6,1,86,1,62103,2021
74260_6_41,2030306,6,3,203,1,62103,2021
54028_6_13,2060306,6,3,206,1,62103,2021
55885_6_99,2810306,6,3,281,1,62103,2021
64102_6_109,2990306,6,3,299,1,62103,2021
83392_6_51,860106,6,1,86,1,62103,2021
73768_6_51,1910306,6,3,191,1,62103,2021
62967_6_13,1700306,6,3,170,1,62103,2021
81446_6_13,2810306,6,3,281,1,62103,2021
61904_6_9,1700306,6,3,170,1,62103,2021
96782_6_109,570106,6,1,57,1,62103,2021
98543_6_67,2050306,6,3,205,1,62103,2021
73374_6_13,2810306,6,3,281,1,62103,2021
79761_6_77,2250306,6,3,225,1,62103,2021
87224_6_109,2400306,6,3,240,1,62103,2021
92740_6_109,580106,6,1,58,1,62103,2021
70650_6_109,1710306,6,3,171,1,62103,2021
68189_6_71,2480306,6,3,248,1,62103,2021
81708_6_31,2810306,6,3,281,1,62103,2021
52860_6_27,1800306,6,3,180,1,62103,2021
71481_6_27,1800306,6,3,180,1,62103,2021
82878_6_27,1800306,6,3,180,1,62103,2021
53741_6_107,1390206,6,2,139,1,62103,2021
96597_6_107,1910306,6,3,191,1,62103,2021
57263_6_27,1800306,6,3,180,1,62103,2021
77788_6_27,1800306,6,3,180,1,62103,2021
56585_6_27,1800306,6,3,180,1,62103,2021
56637_6_27,1800306,6,3,180,1,62103,2021
76094_6_27,1800306,6,3,180,1,62103,2021
88073_6_1,2250306,6,3,225,1,62103,2021
95636_6_13,2140306,6,3,214,1,62103,2021
54078_6_99,2480306,6,3,248,1,62103,2021
57945_6_109,2630306,6,3,263,1,62103,2021
92595_6_27,1800306,6,3,180,1,62103,2021
84246_6_27,1800306,6,3,180,1,62103,2021
78456_6_53,2810306,6,3,281,1,62103,2021
72994_6_19,1870306,6,3,187,1,62103,2021
71582_6_107,2810306,6,3,281,1,62103,2021
52645_6_107,2960306,6,3,296,1,62103,2021
81714_6_27,1800306,6,3,180,1,62103,2021
55169_6_27,1800306,6,3,180,1,62103,2021
99769_6_69,3020306,6,3,302,1,62103,2021
81312_6_19,2840306,6,3,284,1,62103,2021
60800_6_107,1900306,6,3,190,1,62103,2021
53181_6_65,2360306,6,3,236,1,62103,2021
73186_6_65,2480306,6,3,248,1,62103,2021
56426_6_59,2250306,6,3,225,1,62103,2021
98984_6_59,2050306,6,3,205,1,62103,2021
63338_6_65,2250306,6,3,225,1,62103,2021
89256_6_65,1800306,6,3,180,1,62103,2021
97895_6_65,1800306,6,3,180,1,62103,2021
79032_6_59,2110306,6,3,211,1,62103,2021
50249_6_65,2520306,6,3,252,1,62103,2021
97208_6_65,2860306,6,3,286,1,62103,2021
92478_6_65,2250306,6,3,225,1,62103,2021
69665_6_65,1800306,6,3,180,1,62103,2021
66724_6_65,1800306,6,3,180,1,62103,2021
62461_6_37,2250306,6,3,225,1,62103,2021
85659_6_65,2250306,6,3,225,1,62103,2021
67498_6_65,1560206,6,2,156,1,62103,2021
85796_6_65,950106,6,1,95,1,62103,2021
97330_6_65,1800306,6,3,180,1,62103,2021
79513_6_65,1800306,6,3,180,1,62103,2021
98721_6_65,2250306,6,3,225,1,62103,2021
72318_6_59,2250306,6,3,225,1,62103,2021
74389_6_65,2050306,6,3,205,1,62103,2021
90800_6_65,2480306,6,3,248,1,62103,2021
62026_6_65,2480306,6,3,248,1,62103,2021
57164_6_65,1800306,6,3,180,1,62103,2021
64913_6_37,2050306,6,3,205,1,62103,2021
92373_6_59,2300306,6,3,230,1,62103,2021
60835_6_65,2810306,6,3,281,1,62103,2021
64942_6_65,2250306,6,3,225,1,62103,2021
56244_6_65,1800306,6,3,180,1,62103,2021
85009_6_65,1800306,6,3,180,1,62103,2021
82527_6_59,2250306,6,3,225,1,62103,2021
58977_6_65,1700306,6,3,170,1,62103,2021
52289_6_65,1800306,6,3,180,1,62103,2021
85369_6_65,1800306,6,3,180,1,62103,2021
65052_6_65,1800306,6,3,180,1,62103,2021
76435_6_65,1800306,6,3,180,1,62103,2021
85326_6_83,1800306,6,3,180,1,62103,2021
95822_6_65,2260306,6,3,226,1,62103,2021
98600_6_65,2320306,6,3,232,1,62103,2021
91149_6_65,2890306,6,3,289,1,62103,2021
59092_6_65,1800306,6,3,180,1,62103,2021
70432_6_37,2250306,6,3,225,1,62103,2021
82171_6_65,2810306,6,3,281,1,62103,2021
63991_6_65,2250306,6,3,225,1,62103,2021
83564_6_65,1800306,6,3,180,1,62103,2021
86014_6_65,1800306,6,3,180,1,62103,2021
66422_6_37,2250306,6,3,225,1,62103,2021
78780_6_71,2050306,6,3,205,1,62103,2021
98863_6_65,2250306,6,3,225,1,62103,2021
71239_6_65,1800306,6,3,180,1,62103,2021
51386_6_65,1800306,6,3,180,1,62103,2021
87425_6_65,1800306,6,3,180,1,62103,2021
96093_6_111,2810306,6,3,281,1,62103,2021
69856_6_37,2280306,6,3,228,1,62103,2021
83678_6_65,2250306,6,3,225,1,62103,2021
75055_6_71,2250306,6,3,225,1,62103,2021
50416_6_29,2480306,6,3,248,1,62103,2021
64317_6_29,2250306,6,3,225,1,62103,2021
54629_6_71,1800306,6,3,180,1,62103,2021
74238_6_71,1800306,6,3,180,1,62103,2021
55154_6_79,1700306,6,3,170,1,62103,2021
60942_6_29,2810306,6,3,281,1,62103,2021
85156_6_29,2810306,6,3,281,1,62103,2021
93953_6_71,1800306,6,3,180,1,62103,2021
82073_6_71,1800306,6,3,180,1,62103,2021
63175_6_71,1800306,6,3,180,1,62103,2021
68164_6_71,1800306,6,3,180,1,62103,2021
73003_6_71,1800306,6,3,180,1,62103,2021
94280_6_71,1910306,6,3,191,1,62103,2021
51763_6_71,1800306,6,3,180,1,62103,2021
68794_6_79,3020306,6,3,302,1,62103,2021
62977_6_79,2520306,6,3,252,1,62103,2021
87708_6_29,2480306,6,3,248,1,62103,2021
52640_6_29,2980306,6,3,298,1,62103,2021
98902_6_71,1800306,6,3,180,1,62103,2021
93269_6_79,2360306,6,3,236,1,62103,2021
55153_6_29,2480306,6,3,248,1,62103,2021
52628_6_29,2810306,6,3,281,1,62103,2021
78120_6_29,2250306,6,3,225,1,62103,2021
97530_6_29,3040306,6,3,304,1,62103,2021
69334_6_71,1800306,6,3,180,1,62103,2021
88577_6_71,1800306,6,3,180,1,62103,2021
76872_6_71,1800306,6,3,180,1,62103,2021
59716_6_71,2250306,6,3,225,1,62103,2021
64673_6_79,2810306,6,3,281,1,62103,2021
98933_6_79,2850306,6,3,285,1,62103,2021
64123_6_79,2810306,6,3,281,1,62103,2021
62669_6_79,2810306,6,3,281,1,62103,2021
64816_6_29,2850306,6,3,285,1,62103,2021
56784_6_29,2360306,6,3,236,1,62103,2021
60904_6_71,1800306,6,3,180,1,62103,2021
73270_6_71,1800306,6,3,180,1,62103,2021
67757_6_71,1800306,6,3,180,1,62103,2021
78189_6_71,1800306,6,3,180,1,62103,2021
93619_6_71,1800306,6,3,180,1,62103,2021
80223_6_79,2810306,6,3,281,1,62103,2021
72355_6_29,1210106,6,1,121,1,62103,2021
97164_6_29,1800306,6,3,180,1,62103,2021
86360_6_65,2480306,6,3,248,1,62103,2021
98145_6_65,1800306,6,3,180,1,62103,2021
86926_6_65,1800306,6,3,180,1,62103,2021
71729_6_37,2060306,6,3,206,1,62103,2021
79100_6_29,1800306,6,3,180,1,62103,2021
55523_6_71,1800306,6,3,180,1,62103,2021
85330_6_71,1800306,6,3,180,1,62103,2021
79167_6_29,1820306,6,3,182,1,62103,2021
94588_6_29,2820306,6,3,282,1,62103,2021
92922_6_29,2810306,6,3,281,1,62103,2021
75904_6_29,2810306,6,3,281,1,62103,2021
73203_6_29,1800306,6,3,180,1,62103,2021
74916_6_71,1800306,6,3,180,1,62103,2021
59783_6_71,1800306,6,3,180,1,62103,2021
56700_6_71,1800306,6,3,180,1,62103,2021
99694_6_71,1800306,6,3,180,1,62103,2021
92842_6_71,1800306,6,3,180,1,62103,2021
69569_6_79,2610306,6,3,261,1,62103,2021
85301_6_29,2810306,6,3,281,1,62103,2021
61479_6_29,2810306,6,3,281,1,62103,2021
78352_6_29,2050306,6,3,205,1,62103,2021
99951_6_29,1800306,6,3,180,1,62103,2021
82965_6_71,1800306,6,3,180,1,62103,2021
56546_6_71,1800306,6,3,180,1,62103,2021
54300_6_71,1800306,6,3,180,1,62103,2021
89412_6_71,1800306,6,3,180,1,62103,2021
90741_6_71,1800306,6,3,180,1,62103,2021
51701_6_79,2980306,6,3,298,1,62103,2021
88856_6_79,2810306,6,3,281,1,62103,2021
59175_6_29,2810306,6,3,281,1,62103,2021
87428_6_29,2810306,6,3,281,1,62103,2021
88606_6_29,2340306,6,3,234,1,62103,2021
88458_6_71,1800306,6,3,180,1,62103,2021
95489_6_71,1800306,6,3,180,1,62103,2021
84864_6_71,1800306,6,3,180,1,62103,2021
60091_6_79,2810306,6,3,281,1,62103,2021
80817_6_79,2810306,6,3,281,1,62103,2021
86592_6_79,2480306,6,3,248,1,62103,2021
99188_6_29,2820306,6,3,282,1,62103,2021
95200_6_29,970106,6,1,97,1,62103,2021
92159_6_29,1650206,6,2,165,1,62103,2021
84607_6_29,2250306,6,3,225,1,62103,2021
75259_6_71,1800306,6,3,180,1,62103,2021
92959_6_71,1800306,6,3,180,1,62103,2021
80387_6_71,1800306,6,3,180,1,62103,2021
60052_6_79,900106,6,1,90,1,62103,2021
58653_6_79,2050306,6,3,205,1,62103,2021
81658_6_79,2810306,6,3,281,1,62103,2021
63520_6_29,2250306,6,3,225,1,62103,2021
65453_6_71,1800306,6,3,180,1,62103,2021
72597_6_29,2810306,6,3,281,1,62103,2021
64010_6_29,2810306,6,3,281,1,62103,2021
94669_6_29,2050306,6,3,205,1,62103,2021
91918_6_29,2250306,6,3,225,1,62103,2021
84515_6_71,1800306,6,3,180,1,62103,2021
87549_6_71,1800306,6,3,180,1,62103,2021
75865_6_71,1800306,6,3,180,1,62103,2021
64770_6_71,1800306,6,3,180,1,62103,2021
84586_6_71,1800306,6,3,180,1,62103,2021
75253_6_71,1800306,6,3,180,1,62103,2021
97236_6_71,1800306,6,3,180,1,62103,2021
67444_6_71,1800306,6,3,180,1,62103,2021
92420_6_79,2810306,6,3,281,1,62103,2021
81720_6_29,2810306,6,3,281,1,62103,2021
75728_6_29,2050306,6,3,205,1,62103,2021
97734_6_29,2810306,6,3,281,1,62103,2021
89910_6_29,1800306,6,3,180,1,62103,2021
72459_6_29,2250306,6,3,225,1,62103,2021
60262_6_71,1800306,6,3,180,1,62103,2021
97870_6_71,1800306,6,3,180,1,62103,2021
86841_6_71,1800306,6,3,180,1,62103,2021
59879_6_79,3050306,6,3,305,1,62103,2021
89579_6_11,2810306,6,3,281,1,62103,2021
82892_6_61,2810306,6,3,281,1,62103,2021
66804_6_17,40106,6,1,4,1,62103,2021
92501_6_17,1700306,6,3,170,1,62103,2021
54607_6_33,2970306,6,3,297,1,62103,2021
54278_6_115,2810306,6,3,281,1,62103,2021
92643_6_57,2630306,6,3,263,1,62103,2021
75721_6_33,1700306,6,3,170,1,62103,2021
73835_6_11,2980306,6,3,298,1,62103,2021
57265_6_61,2350306,6,3,235,1,62103,2021
92405_6_61,2700306,6,3,270,1,62103,2021
72453_6_61,620106,6,1,62,1,62103,2021
88680_6_11,2810306,6,3,281,1,62103,2021
76008_6_61,2690306,6,3,269,1,62103,2021
68288_6_61,1760306,6,3,176,1,62103,2021
88667_6_47,1800306,6,3,180,1,62103,2021
79368_6_39,3020306,6,3,302,1,62103,2021
79823_6_19,1220106,6,1,122,1,62103,2021
75286_6_27,1150106,6,1,115,1,62103,2021
71473_6_27,1800306,6,3,180,1,62103,2021
62565_6_27,1800306,6,3,180,1,62103,2021
83383_6_99,2840306,6,3,284,1,62103,2021
92078_6_47,2810306,6,3,281,1,62103,2021
89117_6_19,550106,6,1,55,1,62103,2021
87841_6_19,1910306,6,3,191,1,62103,2021
90220_6_27,1800306,6,3,180,1,62103,2021
58339_6_29,1800306,6,3,180,1,62103,2021
68033_6_71,1800306,6,3,180,1,62103,2021
50916_6_71,1800306,6,3,180,1,62103,2021
71245_6_71,1800306,6,3,180,1,62103,2021
54972_6_19,1440206,6,2,144,1,62103,2021
99110_6_27,860106,6,1,86,1,62103,2021
57618_6_85,2250306,6,3,225,1,62103,2021
55723_6_69,2890306,6,3,289,1,62103,2021
57358_6_19,2810306,6,3,281,1,62103,2021
83711_6_107,3020306,6,3,302,1,62103,2021
57274_6_107,1390206,6,2,139,1,62103,2021
53570_6_107,1390206,6,2,139,1,62103,2021
66883_6_107,60106,6,1,6,1,62103,2021
71127_6_27,1700306,6,3,170,1,62103,2021
96986_6_27,1800306,6,3,180,1,62103,2021
78683_6_27,2050306,6,3,205,1,62103,2021
51937_6_53,2290306,6,3,229,1,62103,2021
97991_6_53,1800306,6,3,180,1,62103,2021
54708_6_29,2250306,6,3,225,1,62103,2021
52140_6_29,2810306,6,3,281,1,62103,2021
95607_6_29,2810306,6,3,281,1,62103,2021
91593_6_29,2810306,6,3,281,1,62103,2021
71564_6_29,1800306,6,3,180,1,62103,2021
64613_6_71,1800306,6,3,180,1,62103,2021
98679_6_71,1800306,6,3,180,1,62103,2021
58114_6_53,2150306,6,3,215,1,62103,2021
85268_6_29,2810306,6,3,281,1,62103,2021
98244_6_71,1800306,6,3,180,1,62103,2021
76730_6_71,1800306,6,3,180,1,62103,2021
60471_6_71,1800306,6,3,180,1,62103,2021
90192_6_71,1800306,6,3,180,1,62103,2021
53038_6_31,2480306,6,3,248,1,62103,2021
60049_6_29,2810306,6,3,281,1,62103,2021
96930_6_107,2980306,6,3,298,1,62103,2021
56883_6_107,450106,6,1,45,1,62103,2021
68742_6_29,2300306,6,3,230,1,62103,2021
70776_6_29,1830306,6,3,183,1,62103,2021
96849_6_71,1800306,6,3,180,1,62103,2021
76042_6_71,1800306,6,3,180,1,62103,2021
80411_6_71,1800306,6,3,180,1,62103,2021
71142_6_53,1550206,6,2,155,1,62103,2021
98130_6_53,2810306,6,3,281,1,62103,2021
74618_6_31,2810306,6,3,281,1,62103,2021
87634_6_31,2810306,6,3,281,1,62103,2021
67610_6_31,2810306,6,3,281,1,62103,2021
98433_6_107,410106,6,1,41,1,62103,2021
56448_6_27,1800306,6,3,180,1,62103,2021
91226_6_71,1800306,6,3,180,1,62103,2021
86370_6_71,2250306,6,3,225,1,62103,2021
62766_6_71,1800306,6,3,180,1,62103,2021
73515_6_71,1800306,6,3,180,1,62103,2021
99365_6_53,1820306,6,3,182,1,62103,2021
91443_6_31,2810306,6,3,281,1,62103,2021
62182_6_107,2480306,6,3,248,1,62103,2021
80767_6_107,410106,6,1,41,1,62103,2021
63122_6_27,1920306,6,3,192,1,62103,2021
90998_6_27,1800306,6,3,180,1,62103,2021
82776_6_27,1800306,6,3,180,1,62103,2021
87308_6_81,2090306,6,3,209,1,62103,2021
78422_6_85,2970306,6,3,297,1,62103,2021
75407_6_47,2810306,6,3,281,1,62103,2021
88293_6_47,2810306,6,3,281,1,62103,2021
89472_6_107,2810306,6,3,281,1,62103,2021
88754_6_107,3050306,6,3,305,1,62103,2021
92192_6_27,1800306,6,3,180,1,62103,2021
69402_6_27,1800306,6,3,180,1,62103,2021
64511_6_27,1800306,6,3,180,1,62103,2021
76650_6_53,1500206,6,2,150,1,62103,2021
76737_6_53,1890306,6,3,189,1,62103,2021
94608_6_19,2810306,6,3,281,1,62103,2021
69597_6_19,2810306,6,3,281,1,62103,2021
77905_6_31,1800306,6,3,180,1,62103,2021
99612_6_31,2250306,6,3,225,1,62103,2021
91304_6_107,1770306,6,3,177,1,62103,2021
56884_6_107,1590206,6,2,159,1,62103,2021
67662_6_27,2050306,6,3,205,1,62103,2021
57229_6_27,1800306,6,3,180,1,62103,2021
50482_6_53,2640306,6,3,264,1,62103,2021
58381_6_69,2890306,6,3,289,1,62103,2021
57086_6_69,2890306,6,3,289,1,62103,2021
73020_6_19,2810306,6,3,281,1,62103,2021
73199_6_107,2810306,6,3,281,1,62103,2021
62623_6_27,1490206,6,2,149,1,62103,2021
87757_6_27,1800306,6,3,180,1,62103,2021
87940_6_27,1800306,6,3,180,1,62103,2021
57733_6_53,2810306,6,3,281,1,62103,2021
88673_6_19,1820306,6,3,182,1,62103,2021
72027_6_107,2480306,6,3,248,1,62103,2021
61584_6_107,2290306,6,3,229,1,62103,2021
76303_6_107,1790306,6,3,179,1,62103,2021
81007_6_27,1800306,6,3,180,1,62103,2021
76390_6_27,1800306,6,3,180,1,62103,2021
65180_6_27,1800306,6,3,180,1,62103,2021
95603_6_27,1800306,6,3,180,1,62103,2021
99809_6_69,2810306,6,3,281,1,62103,2021
94061_6_19,2810306,6,3,281,1,62103,2021
69314_6_107,2370306,6,3,237,1,62103,2021
74753_6_27,1800306,6,3,180,1,62103,2021
95712_6_27,1800306,6,3,180,1,62103,2021
82996_6_27,1800306,6,3,180,1,62103,2021
95065_6_53,2390306,6,3,239,1,62103,2021
79978_6_19,2810306,6,3,281,1,62103,2021
79070_6_19,2810306,6,3,281,1,62103,2021
82265_6_107,1590206,6,2,159,1,62103,2021
71379_6_27,1700306,6,3,170,1,62103,2021
84127_6_85,2250306,6,3,225,1,62103,2021
55416_6_85,2930306,6,3,293,1,62103,2021
59259_6_47,2250306,6,3,225,1,62103,2021
96481_6_43,2810306,6,3,281,1,62103,2021
98794_6_43,2850306,6,3,285,1,62103,2021
89545_6_27,1590206,6,2,159,1,62103,2021
93919_6_27,2050306,6,3,205,1,62103,2021
70489_6_27,1140106,6,1,114,1,62103,2021
58272_6_27,1800306,6,3,180,1,62103,2021
76273_6_85,2170306,6,3,217,1,62103,2021
50374_6_99,2980306,6,3,298,1,62103,2021
77612_6_71,1800306,6,3,180,1,62103,2021
53248_6_71,1800306,6,3,180,1,62103,2021
93884_6_53,1910306,6,3,191,1,62103,2021
90884_6_51,1610206,6,2,161,1,62103,2021
73248_6_51,60106,6,1,6,1,62103,2021
93090_6_51,1140106,6,1,114,1,62103,2021
71394_6_1,2090306,6,3,209,1,62103,2021
83488_6_1,2850306,6,3,285,1,62103,2021
86369_6_43,1900306,6,3,190,1,62103,2021
62016_6_43,1770306,6,3,177,1,62103,2021
52214_6_51,1800306,6,3,180,1,62103,2021
62831_6_1,2250306,6,3,225,1,62103,2021
74257_6_77,2810306,6,3,281,1,62103,2021
97972_6_65,1800306,6,3,180,1,62103,2021
91833_6_65,1800306,6,3,180,1,62103,2021
86285_6_111,1830306,6,3,183,1,62103,2021
94607_6_37,2320306,6,3,232,1,62103,2021
